"","kick_distance","yardline_100","diff"
"1497",41,23,18
"1498",27,8,19
"1499",48,30,18
"1500",44,25,19
"1501",45,27,18
"1502",49,31,18
"1503",38,20,18
"1504",49,31,18
"1505",42,23,19
"1506",36,18,18
"1507",36,18,18
"1508",48,30,18
"1509",27,9,18
"1510",37,19,18
"1511",27,9,18
"1512",25,7,18
"1513",32,14,18
"1514",34,15,19
"1515",43,25,18
"1516",51,33,18
"1517",42,24,18
"1518",31,13,18
"1519",21,3,18
"1520",21,3,18
"1521",29,11,18
"1522",34,16,18
"1523",29,11,18
"1524",33,15,18
"1525",29,11,18
"1526",51,33,18
"1527",25,6,19
"1528",36,18,18
"1529",43,25,18
"1530",43,25,18
"1531",43,25,18
"1532",26,8,18
"1533",55,37,18
"1534",48,30,18
"1535",50,32,18
"1536",46,28,18
"1537",35,17,18
"1538",34,16,18
"1539",43,25,18
"1540",35,17,18
"1541",23,5,18
"1542",51,33,18
"1543",35,17,18
"1544",44,26,18
"1545",34,16,18
"1546",48,30,18
"1547",37,19,18
"1548",51,33,18
"1549",34,16,18
"1550",38,20,18
"1551",19,1,18
"1552",40,22,18
"1553",51,32,19
"1554",27,9,18
"1555",50,32,18
"1556",38,20,18
"1557",42,24,18
"1558",25,7,18
"1559",32,13,19
"1560",53,35,18
"1561",31,13,18
"1562",45,27,18
"1563",48,30,18
"1564",30,12,18
"1565",49,31,18
"1566",45,27,18
"1567",32,14,18
"1568",32,14,18
"1569",56,38,18
"1570",25,8,17
"1571",52,34,18
"1572",45,27,18
"1573",53,35,18
"1574",24,6,18
"1575",38,20,18
"1576",55,37,18
"1577",35,17,18
"1578",44,26,18
"1579",19,1,18
"1580",31,12,19
"1581",39,21,18
"1582",22,4,18
"1583",53,35,18
"1584",38,20,18
"1585",27,9,18
"1586",50,31,19
"1587",46,28,18
"1588",45,27,18
"1589",47,29,18
"1590",36,17,19
"1591",49,31,18
"1592",53,35,18
"1593",40,21,19
"1594",50,32,18
"1595",43,25,18
"1596",54,36,18
"1597",44,26,18
"1598",39,21,18
"1599",49,31,18
"1600",28,10,18
"1601",48,30,18
"1602",44,27,17
"1603",23,5,18
"1604",46,28,18
"1605",50,32,18
"1606",38,20,18
"1607",29,11,18
"1608",40,22,18
"1609",45,27,18
"1610",44,26,18
"1611",24,6,18
"1612",50,32,18
"1613",49,31,18
"1614",35,17,18
"1615",27,9,18
"1616",34,16,18
"1617",33,14,19
"1618",50,32,18
"1619",33,15,18
"1620",50,32,18
"1621",34,16,18
"1622",30,12,18
"1623",40,23,17
"1624",28,10,18
"1625",21,3,18
"1626",53,35,18
"1627",55,37,18
"1628",39,21,18
"1629",33,15,18
"1630",25,7,18
"1631",28,10,18
"1632",36,18,18
"1633",37,18,19
"1634",23,5,18
"1635",53,35,18
"1636",43,25,18
"1637",47,29,18
"1638",42,24,18
"1639",34,16,18
"1640",29,11,18
"1641",47,29,18
"1642",49,31,18
"1643",37,19,18
"1644",48,30,18
"1645",41,23,18
"1646",37,19,18
"1647",33,15,18
"1648",33,15,18
"1649",43,25,18
"1650",43,24,19
"1651",34,16,18
"1652",30,12,18
"1653",44,26,18
"1654",37,19,18
"1655",46,28,18
"1656",19,1,18
"1657",52,34,18
"1658",32,14,18
"1659",39,21,18
"1660",23,5,18
"1661",46,28,18
"1662",33,16,17
"1663",28,10,18
"1664",39,21,18
"1665",28,10,18
"1666",50,32,18
"1667",61,42,19
"1668",45,27,18
"1669",23,5,18
"1670",27,9,18
"1671",52,34,18
"1672",46,28,18
"1673",38,20,18
"1674",41,23,18
"1675",39,21,18
"1676",31,13,18
"1677",31,13,18
"1678",26,8,18
"1679",23,5,18
"1680",23,5,18
"1681",48,30,18
"1682",39,22,17
"1683",39,21,18
"1684",62,44,18
"1685",51,33,18
"1686",40,22,18
"1687",29,11,18
"1688",48,30,18
"1689",27,9,18
"1690",34,16,18
"1691",47,29,18
"1692",30,12,18
"1693",30,12,18
"1694",42,24,18
"1695",26,8,18
"1696",31,13,18
"1697",35,17,18
"1698",41,23,18
"1699",48,30,18
"1700",28,10,18
"1701",50,32,18
"1702",44,26,18
"1703",26,8,18
"1704",38,20,18
"1705",52,34,18
"1706",29,11,18
"1707",42,24,18
"1708",28,10,18
"1709",34,16,18
"1710",52,33,19
"1711",45,26,19
"1712",56,37,19
"1713",49,31,18
"1714",40,22,18
"1715",31,13,18
"1716",33,15,18
"1717",19,1,18
"1718",45,27,18
"1719",54,36,18
"1720",45,27,18
"1721",38,20,18
"1722",27,9,18
"1723",43,25,18
"1724",31,13,18
"1725",49,31,18
"1726",21,3,18
"1727",21,3,18
"1728",39,21,18
"1729",35,17,18
"1730",57,39,18
"1731",53,35,18
"1732",25,7,18
"1733",53,35,18
"1734",36,18,18
"1735",31,13,18
"1736",37,19,18
"1737",49,31,18
"1738",34,16,18
"1739",42,24,18
"1740",43,25,18
"1741",48,30,18
"1742",57,39,18
"1743",35,17,18
"1744",22,4,18
"1745",28,10,18
"1746",32,14,18
"1747",53,35,18
"1748",32,14,18
"1749",50,32,18
"1750",36,18,18
"1751",50,32,18
"1752",50,31,19
"1753",63,45,18
"1754",46,28,18
"1755",49,30,19
"1756",21,3,18
"1757",26,8,18
"1758",30,12,18
"1759",28,10,18
"1760",33,15,18
"1761",48,30,18
"1762",38,20,18
"1763",42,24,18
"1764",34,16,18
"1765",36,18,18
"1766",49,31,18
"1767",27,9,18
"1768",36,18,18
"1769",29,11,18
"1770",45,27,18
"1771",26,8,18
"1772",28,10,18
"1773",42,24,18
"1774",38,20,18
"1775",31,13,18
"1776",38,20,18
"1777",21,3,18
"1778",40,22,18
"1779",22,4,18
"1780",27,9,18
"1781",35,17,18
"1782",31,13,18
"1783",37,20,17
"1784",38,20,18
"1785",43,25,18
"1786",46,28,18
"1787",51,33,18
"1788",23,5,18
"1789",40,22,18
"1790",48,30,18
"1791",43,25,18
"1792",27,9,18
"1793",42,24,18
"1794",30,12,18
"1795",27,9,18
"1796",23,5,18
"1797",39,21,18
"1798",38,20,18
"1799",36,18,18
"1800",27,9,18
"1801",47,29,18
"1802",38,20,18
"1803",56,38,18
"1804",20,2,18
"1805",54,36,18
"1806",45,27,18
"1807",24,6,18
"1808",41,23,18
"1809",38,20,18
"1810",36,18,18
"1811",47,29,18
"1812",45,27,18
"1813",50,32,18
"1814",31,13,18
"1815",49,30,19
"1816",39,20,19
"1817",39,21,18
"1818",52,34,18
"1819",46,28,18
"1820",26,8,18
"1821",35,17,18
"1822",30,12,18
"1823",41,23,18
"1824",37,19,18
"1825",38,20,18
"1826",33,15,18
"1827",28,9,19
"1828",35,17,18
"1829",34,16,18
"1830",24,6,18
"1831",37,19,18
"1832",36,18,18
"1833",30,12,18
"1834",22,5,17
"1835",24,6,18
"1836",52,34,18
"1837",43,25,18
"1838",47,29,18
"1839",24,6,18
"1840",46,28,18
"1841",34,15,19
"1842",27,9,18
"1843",21,3,18
"1844",39,21,18
"1845",53,35,18
"1846",50,32,18
"1847",46,28,18
"1848",33,15,18
"1849",43,25,18
"1850",30,12,18
"1851",22,4,18
"1852",41,23,18
"1853",54,36,18
"1854",27,9,18
"1855",30,12,18
"1856",44,26,18
"1857",46,28,18
"1858",33,15,18
"1859",34,16,18
"1860",28,10,18
"1861",52,34,18
"1862",31,13,18
"1863",29,11,18
"1864",53,35,18
"1865",40,22,18
"1866",53,35,18
"1867",29,11,18
"1868",33,15,18
"1869",40,22,18
"1870",22,4,18
"1871",41,23,18
"1872",33,15,18
"1873",38,20,18
"1874",38,20,18
"1875",28,10,18
"1876",51,33,18
"1877",32,14,18
"1878",55,37,18
"1879",52,34,18
"1880",35,17,18
"1881",25,7,18
"1882",41,23,18
"1883",52,34,18
"1884",58,40,18
"1885",47,29,18
"1886",23,5,18
"1887",40,22,18
"1888",32,14,18
"1889",35,17,18
"1890",33,15,18
"1891",21,3,18
"1892",36,18,18
"1893",40,23,17
"1894",35,17,18
"1895",19,1,18
"1896",34,16,18
"1897",24,6,18
"1898",32,14,18
"1899",32,14,18
"1900",57,39,18
"1901",33,15,18
"1902",54,36,18
"1903",31,13,18
"1904",45,27,18
"1905",43,25,18
"1906",48,30,18
"1907",31,13,18
"1908",41,23,18
"1909",53,35,18
"1910",35,17,18
"1911",45,27,18
"1912",39,21,18
"1913",39,21,18
"1914",19,1,18
"1915",40,22,18
"1916",45,27,18
"1917",39,21,18
"1918",40,22,18
"1919",33,15,18
"1920",28,10,18
"1921",38,20,18
"1922",36,18,18
"1923",31,13,18
"1924",31,12,19
"1925",52,34,18
"1926",24,6,18
"1927",51,33,18
"1928",28,9,19
"1929",41,23,18
"1930",34,16,18
"1931",26,8,18
"1932",51,33,18
"1933",32,14,18
"1934",46,28,18
"1935",23,5,18
"1936",29,11,18
"1937",26,8,18
"1938",28,10,18
"1939",28,10,18
"1940",48,29,19
"1941",20,2,18
"1942",38,20,18
"1943",48,29,19
"1944",40,22,18
"1945",28,10,18
"1946",31,13,18
"1947",50,32,18
"1948",48,30,18
"1949",50,32,18
"1950",45,27,18
"1951",40,22,18
"1952",29,11,18
"1953",37,19,18
"1954",48,30,18
"1955",45,27,18
"1956",41,23,18
"1957",21,3,18
"1958",40,22,18
"1959",23,4,19
"1960",30,12,18
"1961",34,16,18
"1962",50,32,18
"1963",48,30,18
"1964",31,13,18
"1965",26,8,18
"1966",29,11,18
"1967",29,11,18
"1968",27,9,18
"1969",23,5,18
"1970",50,32,18
"1971",35,17,18
"1972",51,33,18
"1973",30,12,18
"1974",38,20,18
"1975",39,21,18
"1976",60,42,18
"1977",36,18,18
"1978",48,30,18
"1979",38,20,18
"1980",30,11,19
"1981",27,9,18
"1982",45,27,18
"1983",25,7,18
"1984",36,18,18
"1985",37,19,18
"1986",45,27,18
"1987",27,9,18
"1988",47,29,18
"1989",31,13,18
"1990",44,26,18
"1991",28,10,18
"1992",32,14,18
"1993",21,3,18
"1994",29,11,18
"1995",48,30,18
"1996",49,31,18
"1997",46,28,18
"1998",49,31,18
"1999",20,2,18
"2000",27,9,18
"2001",21,3,18
"2002",33,15,18
"2003",33,15,18
"2004",25,6,19
"2005",35,17,18
"2006",48,30,18
"2007",48,31,17
"2008",34,16,18
"2009",36,18,18
"2010",34,16,18
"2011",51,33,18
"2012",51,33,18
"2013",39,21,18
"2014",34,16,18
"2015",48,30,18
"2016",25,7,18
"2017",31,13,18
"2018",28,10,18
"2019",41,23,18
"2020",21,3,18
"2021",30,12,18
"2022",26,8,18
"2023",51,33,18
"2024",49,31,18
"2025",46,28,18
"2026",53,35,18
"2027",49,31,18
"2028",42,24,18
"2029",48,30,18
"2030",23,5,18
"2031",49,31,18
"2032",36,18,18
"2033",33,15,18
"2034",30,12,18
"2035",42,24,18
"2036",30,12,18
"2037",42,24,18
"2038",56,38,18
"2039",33,15,18
"2040",55,37,18
"2041",55,37,18
"2042",46,28,18
"2043",32,14,18
"2044",34,16,18
"2045",51,33,18
"2046",23,5,18
"2047",41,23,18
"2048",28,10,18
"2049",30,12,18
"2050",52,34,18
"2051",46,28,18
"2052",54,36,18
"2053",22,4,18
"2054",41,23,18
"2055",25,7,18
"2056",39,21,18
"2057",38,20,18
"2058",36,18,18
"2059",20,2,18
"2060",30,12,18
"2061",48,30,18
"2062",42,24,18
"2063",48,30,18
"2064",40,22,18
"2065",21,3,18
"2066",35,17,18
"2067",50,32,18
"2068",40,22,18
"2069",25,7,18
"2070",33,15,18
"2071",23,5,18
"2072",48,29,19
"2073",21,3,18
"2074",23,5,18
"2075",49,31,18
"2076",47,29,18
"2077",29,11,18
"2078",29,11,18
"2079",51,33,18
"2080",35,17,18
"2081",25,7,18
"2082",54,36,18
"2083",32,13,19
"2084",31,13,18
"2085",44,26,18
"2086",25,7,18
"2087",27,9,18
"2088",39,21,18
"2089",58,40,18
"2090",29,11,18
"2091",57,39,18
"2092",49,31,18
"2093",48,30,18
"2094",33,15,18
"2095",53,35,18
"2096",37,19,18
"2097",21,3,18
"2098",45,27,18
"2099",20,1,19
"2100",58,40,18
"2101",49,31,18
"2102",49,31,18
"2103",53,35,18
"2104",43,25,18
"2105",53,35,18
"2106",31,13,18
"2107",54,36,18
"2108",43,25,18
"2109",38,20,18
"2110",25,7,18
"2111",26,8,18
"2112",26,8,18
"2113",45,27,18
"2114",42,24,18
"2115",46,27,19
"2116",21,3,18
"2117",26,8,18
"2118",52,34,18
"2119",41,23,18
"2120",52,34,18
"2121",39,21,18
"2122",35,17,18
"2123",26,8,18
"2124",33,15,18
"2125",42,23,19
"2126",32,14,18
"2127",42,24,18
"2128",21,3,18
"2129",38,20,18
"2130",51,33,18
"2131",55,37,18
"2132",39,21,18
"2133",27,9,18
"2134",47,29,18
"2135",42,24,18
"2136",36,19,17
"2137",39,20,19
"2138",35,17,18
"2139",39,21,18
"2140",27,9,18
"2141",39,21,18
"2142",31,13,18
"2143",44,26,18
"2144",45,27,18
"2145",39,21,18
"2146",46,28,18
"2147",48,30,18
"2148",24,6,18
"2149",46,28,18
"2150",20,2,18
"2151",48,30,18
"2152",28,10,18
"2153",55,37,18
"2154",20,2,18
"2155",35,17,18
"2156",55,37,18
"2157",21,3,18
"2158",32,14,18
"2159",44,26,18
"2160",42,24,18
"2161",43,25,18
"2162",35,17,18
"2163",51,33,18
"2164",46,28,18
"2165",53,35,18
"2166",48,30,18
"2167",42,24,18
"2168",33,15,18
"2169",22,4,18
"2170",36,17,19
"2171",33,15,18
"2172",36,18,18
"2173",44,26,18
"2174",47,28,19
"2175",27,9,18
"2176",30,12,18
"2177",53,35,18
"2178",31,13,18
"2179",20,2,18
"2180",55,37,18
"2181",28,10,18
"2182",40,22,18
"2183",54,36,18
"2184",44,26,18
"2185",39,21,18
"2186",31,12,19
"2187",44,26,18
"2188",39,21,18
"2189",44,26,18
"2190",44,26,18
"2191",52,34,18
"2192",45,27,18
"2193",42,24,18
"2194",27,9,18
"2195",43,25,18
"2196",36,18,18
"2197",54,36,18
"2198",34,16,18
"2199",42,24,18
"2200",31,13,18
"2201",49,31,18
"2202",49,31,18
"2203",27,9,18
"2204",49,31,18
"2205",49,31,18
"2206",43,24,19
"2207",41,23,18
"2208",24,5,19
"2209",55,37,18
"2210",41,23,18
"2211",48,30,18
"2212",37,19,18
"2213",40,22,18
"2214",31,13,18
"2215",48,30,18
"2216",36,18,18
"2217",52,34,18
"2218",49,31,18
"2219",35,17,18
"2220",54,36,18
"2221",29,11,18
"2222",28,10,18
"2223",46,28,18
"2224",37,19,18
"2225",29,11,18
"2226",28,10,18
"2227",38,20,18
"2228",26,8,18
"2229",46,28,18
"2230",39,21,18
"2231",36,18,18
"2232",42,24,18
"2233",25,7,18
"2234",56,38,18
"2235",30,11,19
"2236",50,31,19
"2237",46,28,18
"2238",20,2,18
"2239",41,23,18
"2240",43,25,18
"2241",53,35,18
"2242",40,22,18
"2243",50,31,19
"2244",47,29,18
"2245",35,17,18
"2246",52,34,18
"2247",43,25,18
"2248",52,34,18
"2249",41,23,18
"2250",35,17,18
"2251",55,37,18
"2252",33,15,18
"2253",35,17,18
"2254",31,13,18
"2255",24,6,18
"2256",28,10,18
"2257",46,28,18
"2258",26,8,18
"2259",38,21,17
"2260",25,7,18
"2261",36,18,18
"2262",32,14,18
"2263",30,12,18
"2264",49,31,18
"2265",21,3,18
"2266",45,27,18
"2267",23,5,18
"2268",44,26,18
"2269",30,12,18
"2270",28,10,18
"2271",54,35,19
"2272",45,27,18
"2273",27,8,19
"2274",28,10,18
"2275",25,7,18
"2276",52,34,18
"2277",38,20,18
"2278",21,3,18
"2279",28,10,18
"2280",47,29,18
"2281",39,21,18
"2282",37,19,18
"2283",35,17,18
"2284",39,20,19
"2285",46,28,18
"2286",48,30,18
"2287",36,18,18
"2288",38,20,18
"2289",28,10,18
"2290",34,16,18
"2291",39,20,19
"2292",47,29,18
"2293",49,31,18
"2294",28,10,18
"2295",31,13,18
"2296",52,34,18
"2297",36,18,18
"2298",52,34,18
"2299",55,37,18
"2300",28,10,18
"2301",36,18,18
"2302",32,14,18
"2303",25,7,18
"2304",47,29,18
"2305",28,10,18
"2306",29,11,18
"2307",44,26,18
"2308",50,32,18
"2309",29,11,18
"2310",32,14,18
"2311",43,25,18
"2312",33,15,18
"2313",22,4,18
"2314",38,20,18
"2315",42,24,18
"2316",40,22,18
"2317",59,41,18
"2318",44,25,19
"2319",29,11,18
"2320",37,19,18
"2321",42,24,18
"2322",33,15,18
"2323",34,16,18
"2324",21,3,18
"2325",46,28,18
"2326",20,2,18
"2327",37,19,18
"2328",39,21,18
"2329",34,16,18
"2330",28,10,18
"2331",40,22,18
"2332",42,24,18
"2333",34,16,18
"2334",37,19,18
"2335",26,7,19
"2336",33,14,19
"2337",32,14,18
"2338",22,4,18
"2339",54,36,18
"2340",27,9,18
"2341",38,20,18
"2342",42,24,18
"2343",27,9,18
"2344",33,15,18
"2345",30,12,18
"2346",37,19,18
"2347",38,20,18
"2348",23,4,19
"2349",52,34,18
"2350",50,32,18
"2351",40,21,19
"2352",45,27,18
"2353",52,34,18
"2354",54,36,18
"2355",21,3,18
"2356",48,30,18
"2357",25,7,18
"2358",33,15,18
"2359",21,3,18
"2360",30,12,18
"2361",50,32,18
"2362",46,28,18
"2363",45,27,18
"2364",47,29,18
"2365",44,26,18
"2366",48,30,18
"2367",35,17,18
"2368",25,7,18
"2369",32,14,18
"2370",55,37,18
"2371",37,19,18
"2372",27,9,18
"2373",48,30,18
"2374",43,25,18
"2375",20,2,18
"2376",21,3,18
"2377",19,1,18
"2378",48,30,18
"2379",36,18,18
"2380",30,12,18
"2381",30,12,18
"2382",49,31,18
"2383",30,12,18
"2384",41,23,18
"2385",39,21,18
"2386",42,24,18
"2387",38,20,18
"2388",55,37,18
"2389",56,38,18
"2390",41,23,18
"2391",38,20,18
"2392",54,36,18
"2393",45,27,18
"2394",22,4,18
"2395",42,24,18
"2396",38,20,18
"2397",19,1,18
"2398",52,34,18
"2399",39,21,18
"2400",37,19,18
"2401",42,24,18
"2402",51,33,18
"2403",20,2,18
"2404",28,10,18
"2405",37,19,18
"2406",30,12,18
"2407",45,27,18
"2408",22,4,18
"2409",28,10,18
"2410",52,34,18
"2411",42,23,19
"2412",47,29,18
"2413",47,29,18
"2414",53,35,18
"2415",36,18,18
"2416",39,21,18
"2417",63,45,18
"2418",49,31,18
"2419",24,5,19
"2420",57,39,18
"2421",48,30,18
"2422",30,12,18
"2423",25,7,18
"2424",54,36,18
"2425",40,22,18
"2426",39,21,18
"2427",50,32,18
"2428",46,28,18
"2429",37,19,18
"2430",53,35,18
"2431",44,26,18
"2432",26,8,18
"2433",37,19,18
"2434",48,30,18
"2435",33,14,19
"2436",23,4,19
"2437",52,34,18
"2438",27,8,19
"2439",49,31,18
"2440",32,14,18
"2441",56,38,18
"2442",29,11,18
"2443",50,32,18
"2444",25,7,18
"2445",53,35,18
"2446",47,29,18
"2447",30,12,18
"2448",21,3,18
"2449",31,13,18
"2450",48,30,18
"2451",32,14,18
"2452",37,19,18
"2453",45,27,18
"2454",37,19,18
"2455",45,27,18
"2456",50,32,18
"2457",46,28,18
"2458",32,14,18
"2459",55,37,18
"2460",42,24,18
"2461",48,30,18
"2462",43,24,19
"2463",24,6,18
"2464",24,5,19
"2465",30,12,18
"2466",39,21,18
"2467",50,32,18
"2468",28,10,18
"2469",26,8,18
"2470",39,21,18
"2471",28,10,18
"2472",47,29,18
"2473",24,6,18
"2474",21,3,18
"2475",33,15,18
"2476",28,10,18
"2477",44,26,18
"2478",33,15,18
"2479",21,3,18
"2480",33,15,18
"2481",52,34,18
"2482",54,36,18
"2483",30,12,18
"2484",21,3,18
"2485",24,6,18
"2486",48,30,18
"2487",44,26,18
"2488",26,8,18
"2489",43,24,19
"2490",29,11,18
"2491",39,21,18
"2492",46,28,18
"2493",51,33,18
"2494",44,26,18
"2495",43,24,19
"2496",27,9,18
"2497",45,27,18
"2498",35,17,18
"2499",57,39,18
"2500",36,18,18
"2501",34,16,18
"2502",36,18,18
"2503",46,28,18
"2504",53,35,18
"2505",26,8,18
"2506",33,15,18
"2507",38,20,18
"2508",40,22,18
"2509",59,41,18
"2510",21,3,18
"2511",25,7,18
"2512",47,29,18
"2513",52,34,18
"2514",43,25,18
"2515",41,23,18
"2516",29,11,18
"2517",28,10,18
"2518",35,17,18
"2519",50,31,19
"2520",46,28,18
"2521",44,26,18
"2522",48,29,19
"2523",35,17,18
"2524",37,19,18
"2525",33,15,18
"2526",51,33,18
"2527",26,8,18
"2528",42,24,18
"2529",22,4,18
"2530",55,37,18
"2531",43,25,18
"2532",46,28,18
"2533",29,11,18
"2534",31,14,17
"2535",39,21,18
"2536",31,13,18
"2537",40,22,18
"2538",36,18,18
"2539",50,32,18
"2540",56,38,18
"2541",28,9,19
"2542",29,11,18
"2543",33,15,18
"2544",28,10,18
"2545",51,33,18
"2546",54,36,18
"2547",44,26,18
"2548",30,12,18
"2549",34,16,18
"2550",45,27,18
"2551",41,23,18
"2552",42,24,18
"2553",24,6,18
"2554",55,37,18
"2555",36,18,18
"2556",41,23,18
"2557",53,35,18
"2558",43,25,18
"2559",34,16,18
"2560",26,8,18
"2561",25,7,18
"2562",37,19,18
"2563",41,23,18
"2564",46,28,18
"2565",25,7,18
"2566",40,22,18
"2567",38,20,18
"2568",47,29,18
"2569",50,32,18
"2570",51,33,18
"2571",25,7,18
"2572",52,34,18
"2573",42,24,18
"2574",42,24,18
"2575",40,22,18
"2576",42,24,18
"2577",32,14,18
"2578",50,33,17
"2579",31,13,18
"2580",57,39,18
"2581",33,15,18
"2582",24,6,18
"2583",31,13,18
"2584",27,9,18
"2585",20,2,18
"2586",25,7,18
"2587",38,20,18
"2588",44,26,18
"2589",41,23,18
"2590",37,18,19
"2591",53,35,18
"2592",39,21,18
"2593",21,3,18
"2594",27,9,18
"2595",41,23,18
"2596",23,5,18
"2597",45,27,18
"2598",35,17,18
"2599",35,16,19
"2600",39,21,18
"2601",37,19,18
"2602",29,11,18
"2603",28,10,18
"2604",44,26,18
"2605",62,44,18
"2606",46,28,18
"2607",37,19,18
"2608",51,33,18
"2609",51,33,18
"2610",39,21,18
"2611",51,33,18
"2612",56,38,18
"2613",34,16,18
"2614",54,35,19
"2615",51,33,18
"2616",44,26,18
"2617",42,24,18
"2618",43,25,18
"2619",27,9,18
"2620",48,30,18
"2621",50,32,18
"2622",56,38,18
"2623",37,19,18
"2624",39,21,18
"2625",45,26,19
"2626",25,7,18
"2627",23,5,18
"2628",23,5,18
"2629",29,11,18
"2630",37,19,18
"2631",38,20,18
"2632",28,9,19
"2633",45,27,18
"2634",46,28,18
"2635",40,22,18
"2636",54,36,18
"2637",55,37,18
"2638",31,13,18
"2639",50,32,18
"2640",25,7,18
"2641",31,13,18
"2642",56,38,18
"2643",26,8,18
"2644",42,23,19
"2645",52,34,18
"2646",41,23,18
"2647",34,16,18
"2648",28,10,18
"2649",52,34,18
"2650",55,37,18
"2651",52,34,18
"2652",46,27,19
"2653",27,9,18
"2654",30,12,18
"2655",41,22,19
"2656",37,19,18
"2657",25,7,18
"2658",47,29,18
"2659",40,22,18
"2660",38,20,18
"2661",52,34,18
"2662",33,15,18
"2663",52,34,18
"2664",31,13,18
"2665",29,11,18
"2666",42,24,18
"2667",41,23,18
"2668",53,35,18
"2669",20,2,18
"2670",36,18,18
"2671",31,13,18
"2672",30,12,18
"2673",35,17,18
"2674",37,19,18
"2675",33,15,18
"2676",20,2,18
"2677",43,25,18
"2678",30,12,18
"2679",33,15,18
"2680",43,25,18
"2681",48,30,18
"2682",26,8,18
"2683",54,36,18
"2684",34,16,18
"2685",32,14,18
"2686",28,10,18
"2687",56,38,18
"2688",24,6,18
"2689",52,33,19
"2690",21,3,18
"2691",41,23,18
"2692",45,27,18
"2693",50,32,18
"2694",53,35,18
"2695",21,3,18
"2696",42,24,18
"2697",46,28,18
"2698",45,27,18
"2699",30,12,18
"2700",34,16,18
"2701",47,29,18
"2702",39,21,18
"2703",43,25,18
"2704",36,18,18
"2705",23,5,18
"2706",44,26,18
"2707",33,15,18
"2708",54,36,18
"2709",45,27,18
"2710",63,45,18
"2711",23,5,18
"2712",21,2,19
"2713",33,15,18
"2714",33,15,18
"2715",41,23,18
"2716",36,18,18
"2717",36,18,18
"2718",48,30,18
"2719",49,31,18
"2720",21,2,19
"2721",35,17,18
"2722",38,20,18
"2723",19,1,18
"2724",48,30,18
"2725",38,20,18
"2726",43,25,18
"2727",52,33,19
"2728",22,4,18
"2729",42,24,18
"2730",30,12,18
"2731",46,28,18
"2732",31,13,18
"2733",32,14,18
"2734",22,4,18
"2735",40,22,18
"2736",20,2,18
"2737",54,36,18
"2738",48,30,18
"2739",56,38,18
"2740",37,19,18
"2741",38,20,18
"2742",42,24,18
"2743",22,4,18
"2744",29,11,18
"2745",48,30,18
"2746",46,28,18
"2747",32,14,18
"2748",34,16,18
"2749",55,37,18
"2750",32,14,18
"2751",38,20,18
"2752",25,7,18
"2753",51,33,18
"2754",42,24,18
"2755",28,10,18
"2756",29,11,18
"2757",43,25,18
"2758",47,29,18
"2759",28,9,19
"2760",42,23,19
"2761",48,30,18
"2762",41,23,18
"2763",41,23,18
"2764",26,7,19
"2765",33,15,18
"2766",25,7,18
"2767",30,12,18
"2768",52,34,18
"2769",31,13,18
"2770",41,22,19
"2771",39,21,18
"2772",23,6,17
"2773",31,13,18
"2774",43,25,18
"2775",47,29,18
"2776",28,10,18
"2777",31,13,18
"2778",32,14,18
"2779",44,26,18
"2780",44,26,18
"2781",49,31,18
"2782",44,26,18
"2783",41,23,18
"2784",21,3,18
"2785",45,27,18
"2786",47,29,18
"2787",32,14,18
"2788",55,37,18
"2789",35,17,18
"2790",37,19,18
"2791",57,39,18
"2792",36,18,18
"2793",37,19,18
"2794",21,3,18
"2795",44,26,18
"2796",35,16,19
"2797",42,24,18
"2798",48,30,18
"2799",53,35,18
"2800",38,20,18
"2801",50,32,18
"2802",35,17,18
"2803",29,11,18
"2804",30,12,18
"2805",37,19,18
"2806",29,10,19
"2807",50,32,18
"2808",50,32,18
"2809",44,26,18
"2810",24,6,18
"2811",28,10,18
"2812",47,29,18
"2813",29,11,18
"2814",48,30,18
"2815",35,17,18
"2816",52,34,18
"2817",48,30,18
"2818",29,11,18
"2819",48,30,18
"2820",20,1,19
"2821",48,30,18
"2822",39,21,18
"2823",26,8,18
"2824",46,28,18
"2825",33,15,18
"2826",54,36,18
"2827",34,16,18
"2828",43,25,18
"2829",39,21,18
"2830",39,21,18
"2831",24,6,18
"2832",33,15,18
"2833",45,27,18
"2834",40,22,18
"2835",44,26,18
"2836",47,29,18
"2837",46,28,18
"2838",44,26,18
"2839",53,35,18
"2840",50,32,18
"2841",48,30,18
"2842",51,33,18
"2843",28,10,18
"2844",24,6,18
"2845",43,25,18
"2846",35,17,18
"2847",30,12,18
"2848",49,31,18
"2849",34,16,18
"2850",41,23,18
"2851",47,29,18
"2852",23,5,18
"2853",59,41,18
"2854",31,13,18
"2855",46,28,18
"2856",32,14,18
"2857",45,27,18
"2858",40,22,18
"2859",29,12,17
"2860",47,29,18
"2861",54,36,18
"2862",22,4,18
"2863",54,36,18
"2864",33,15,18
"2865",27,9,18
"2866",39,21,18
"2867",31,13,18
"2868",50,32,18
"2869",40,22,18
"2870",38,20,18
"2871",37,19,18
"2872",35,17,18
"2873",47,29,18
"2874",42,24,18
"2875",32,14,18
"2876",22,4,18
"2877",46,28,18
"2878",30,12,18
"2879",40,22,18
"2880",36,18,18
"2881",35,17,18
"2882",23,5,18
"2883",47,29,18
"2884",21,3,18
"2885",31,13,18
"2886",49,31,18
"2887",29,11,18
"2888",54,36,18
"2889",36,18,18
"2890",28,10,18
"2891",45,27,18
"2892",62,44,18
"2893",21,3,18
"2894",26,8,18
